2012,327005,10,None
2013,327005,10,None
2014,327005,10,0
2015,327005,10,0
2016,327005,10,0
2017,327005,10,0
2018,327005,10,0
2019,327005,10,0
2020,327005,10,0
2021,327005,10,0
2012,327005,11,0
2013,327005,11,0
2014,327005,11,0
2015,327005,11,0
2016,327005,11,0
2017,327005,11,0
2018,327005,11,0
2019,327005,11,0
2020,327005,11,0
2021,327005,11,0
2012,327005,12,0
2013,327005,12,0
2014,327005,12,0
2015,327005,12,0
2016,327005,12,0
2017,327005,12,0
2018,327005,12,0
2019,327005,12,0
2020,327005,12,0
2021,327005,12,0
2012,327005,13,0
2013,327005,13,0
2014,327005,13,0
2015,327005,13,0
2016,327005,13,0
2017,327005,13,0
2018,327005,13,0
2019,327005,13,0
2020,327005,13,0
2021,327005,13,0
2012,327005,14,0
2013,327005,14,0
2014,327005,14,0
2015,327005,14,0
2016,327005,14,0
2017,327005,14,0
2018,327005,14,0
2019,327005,14,0
2020,327005,14,0
2021,327005,14,0
2012,327005,15,0
2013,327005,15,0
2014,327005,15,0
2015,327005,15,0
2016,327005,15,0
2017,327005,15,0
2018,327005,15,0
2019,327005,15,0
2020,327005,15,0
2021,327005,15,0
2012,327005,16,0
2013,327005,16,0
2014,327005,16,0
2015,327005,16,0
2016,327005,16,0
2017,327005,16,0
2018,327005,16,0
2019,327005,16,0
2020,327005,16,1
2021,327005,16,0
2012,327005,17,0
2013,327005,17,0
2014,327005,17,0
2015,327005,17,0
2016,327005,17,0
2017,327005,17,0
2018,327005,17,0
2019,327005,17,0
2020,327005,17,1
2021,327005,17,0
2012,327005,18,0
2013,327005,18,0
2014,327005,18,0
2015,327005,18,0
2016,327005,18,0
2017,327005,18,0
2018,327005,18,0
2019,327005,18,0
2020,327005,18,0
2021,327005,18,0
2012,327005,19,0
2013,327005,19,0
2014,327005,19,0
2015,327005,19,0
2016,327005,19,0
2017,327005,19,0
2018,327005,19,0
2019,327005,19,0
2020,327005,19,0
2021,327005,19,0
2012,327005,20,0
2013,327005,20,0
2014,327005,20,0
2015,327005,20,0
2016,327005,20,0
2017,327005,20,0
2018,327005,20,0
2019,327005,20,0
2020,327005,20,0
2021,327005,20,0
2012,327005,21,0
2013,327005,21,0
2014,327005,21,0
2015,327005,21,0
2016,327005,21,0
2017,327005,21,0
2018,327005,21,0
2019,327005,21,0
2020,327005,21,0
2021,327005,21,0
2012,327005,22,0
2013,327005,22,0
2014,327005,22,0
2015,327005,22,0
2016,327005,22,0
2017,327005,22,0
2018,327005,22,2
2019,327005,22,1
2020,327005,22,1
2021,327005,22,0
2012,327005,23,0
2013,327005,23,0
2014,327005,23,0
2015,327005,23,0
2016,327005,23,0
2017,327005,23,0
2018,327005,23,0
2019,327005,23,0
2020,327005,23,0
2021,327005,23,1
2012,327005,24,None
2013,327005,24,0
2014,327005,24,0
2015,327005,24,0
2016,327005,24,0
2017,327005,24,None
2018,327005,24,0
2019,327005,24,0
2020,327005,24,0
2021,327005,24,0
2012,327005,25,0
2013,327005,25,0
2014,327005,25,0
2015,327005,25,0
2016,327005,25,0
2017,327005,25,0
2018,327005,25,0
2019,327005,25,1
2020,327005,25,2
2021,327005,25,0
2012,327005,26,1
2013,327005,26,0
2014,327005,26,0
2015,327005,26,0
2016,327005,26,0
2017,327005,26,0
2018,327005,26,1
2019,327005,26,1
2020,327005,26,1
2021,327005,26,1
2012,327005,27,0
2013,327005,27,0
2014,327005,27,0
2015,327005,27,0
2016,327005,27,0
2017,327005,27,0
2018,327005,27,0
2019,327005,27,0
2020,327005,27,0
2021,327005,27,1
2012,327005,28,0
2013,327005,28,0
2014,327005,28,0
2015,327005,28,0
2016,327005,28,0
2017,327005,28,0
2018,327005,28,None
2019,327005,28,0
2020,327005,28,0
2021,327005,28,None
2012,327005,29,None
2013,327005,29,None
2014,327005,29,None
2015,327005,29,None
2016,327005,29,0
2017,327005,29,None
2018,327005,29,0
2019,327005,29,None
2020,327005,29,0
2021,327005,29,0
2012,327005,30,None
2013,327005,30,0
2014,327005,30,None
2015,327005,30,0
2016,327005,30,1
2017,327005,30,0
2018,327005,30,0
2019,327005,30,0
2020,327005,30,0
2021,327005,30,0
2012,327005,31,0
2013,327005,31,0
2014,327005,31,0
2015,327005,31,0
2016,327005,31,0
2017,327005,31,0
2018,327005,31,0
2019,327005,31,1
2020,327005,31,2
2021,327005,31,0
2012,327005,32,None
2013,327005,32,None
2014,327005,32,None
2015,327005,32,0
2016,327005,32,None
2017,327005,32,None
2018,327005,32,0
2019,327005,32,0
2020,327005,32,0
2021,327005,32,0
2012,327005,33,0
2013,327005,33,0
2014,327005,33,0
2015,327005,33,0
2016,327005,33,0
2017,327005,33,0
2018,327005,33,0
2019,327005,33,0
2020,327005,33,0
2021,327005,33,0
2012,327005,34,None
2013,327005,34,None
2014,327005,34,None
2015,327005,34,None
2016,327005,34,None
2017,327005,34,None
2018,327005,34,None
2019,327005,34,None
2020,327005,34,0
2021,327005,34,0
2012,327005,35,0
2013,327005,35,0
2014,327005,35,None
2015,327005,35,None
2016,327005,35,None
2017,327005,35,0
2018,327005,35,0
2019,327005,35,None
2020,327005,35,None
2021,327005,35,0
2012,327005,36,0
2013,327005,36,0
2014,327005,36,0
2015,327005,36,0
2016,327005,36,0
2017,327005,36,0
2018,327005,36,None
2019,327005,36,0
2020,327005,36,0
2021,327005,36,None
2012,327038,10,0
2013,327038,10,0
2014,327038,10,0
2015,327038,10,0
2016,327038,10,0
2017,327038,10,1
2018,327038,10,0
2019,327038,10,2
2020,327038,10,1
2021,327038,10,0
2012,327038,11,0
2013,327038,11,0
2014,327038,11,0
2015,327038,11,0
2016,327038,11,0
2017,327038,11,0
2018,327038,11,0
2019,327038,11,0
2020,327038,11,0
2021,327038,11,0
2012,327038,12,0
2013,327038,12,0
2014,327038,12,0
2015,327038,12,0
2016,327038,12,0
2017,327038,12,0
2018,327038,12,0
2019,327038,12,0
2020,327038,12,0
2021,327038,12,0
2012,327038,13,1
2013,327038,13,2
2014,327038,13,2
2015,327038,13,2
2016,327038,13,1
2017,327038,13,2
2018,327038,13,1
2019,327038,13,1
2020,327038,13,1
2021,327038,13,0
2012,327038,14,0
2013,327038,14,0
2014,327038,14,0
2015,327038,14,0
2016,327038,14,1
2017,327038,14,1
2018,327038,14,0
2019,327038,14,1
2020,327038,14,0
2021,327038,14,0
2012,327038,15,2
2013,327038,15,5
2014,327038,15,3
2015,327038,15,1
2016,327038,15,1
2017,327038,15,1
2018,327038,15,1
2019,327038,15,0
2020,327038,15,1
2021,327038,15,1
2012,327038,16,4
2013,327038,16,7
2014,327038,16,6
2015,327038,16,5
2016,327038,16,0
2017,327038,16,1
2018,327038,16,2
2019,327038,16,2
2020,327038,16,1
2021,327038,16,1
2012,327038,17,0
2013,327038,17,2
2014,327038,17,2
2015,327038,17,2
2016,327038,17,0
2017,327038,17,1
2018,327038,17,1
2019,327038,17,1
2020,327038,17,2
2021,327038,17,0
2012,327038,18,0
2013,327038,18,0
2014,327038,18,0
2015,327038,18,0
2016,327038,18,0
2017,327038,18,0
2018,327038,18,0
2019,327038,18,0
2020,327038,18,0
2021,327038,18,0
2012,327038,19,0
2013,327038,19,0
2014,327038,19,0
2015,327038,19,1
2016,327038,19,0
2017,327038,19,1
2018,327038,19,0
2019,327038,19,0
2020,327038,19,0
2021,327038,19,0
2012,327038,20,0
2013,327038,20,0
2014,327038,20,0
2015,327038,20,0
2016,327038,20,0
2017,327038,20,0
2018,327038,20,0
2019,327038,20,0
2020,327038,20,0
2021,327038,20,0
2012,327038,21,0
2013,327038,21,2
2014,327038,21,0
2015,327038,21,0
2016,327038,21,1
2017,327038,21,2
2018,327038,21,1
2019,327038,21,2
2020,327038,21,1
2021,327038,21,2
2012,327038,22,1
2013,327038,22,4
2014,327038,22,5
2015,327038,22,2
2016,327038,22,6
2017,327038,22,4
2018,327038,22,4
2019,327038,22,5
2020,327038,22,3
2021,327038,22,3
2012,327038,23,0
2013,327038,23,0
2014,327038,23,1
2015,327038,23,0
2016,327038,23,1
2017,327038,23,3
2018,327038,23,0
2019,327038,23,1
2020,327038,23,2
2021,327038,23,1
2012,327038,24,0
2013,327038,24,0
2014,327038,24,0
2015,327038,24,0
2016,327038,24,0
2017,327038,24,1
2018,327038,24,0
2019,327038,24,0
2020,327038,24,0
2021,327038,24,0
2012,327038,25,2
2013,327038,25,3
2014,327038,25,4
2015,327038,25,3
2016,327038,25,3
2017,327038,25,1
2018,327038,25,2
2019,327038,25,7
2020,327038,25,3
2021,327038,25,0
2012,327038,26,1
2013,327038,26,0
2014,327038,26,2
2015,327038,26,0
2016,327038,26,1
2017,327038,26,1
2018,327038,26,2
2019,327038,26,1
2020,327038,26,0
2021,327038,26,1
2012,327038,27,0
2013,327038,27,0
2014,327038,27,2
2015,327038,27,0
2016,327038,27,0
2017,327038,27,2
